"","CustomerID","recency","frequency","monitery","frequency_standard","monitery_standard","cluster","segmentation","recency_segment"
"582","13113",23,24,510.25,2.56274237695711,0.0506986474596745,3,"Medium Value","Active"
"583","13115",34,4,573.7,-0.035335779443905,0.0860147212794104,2,"Low Value","Warm"
"584","13116",161,1,501.14,-0.425047502904057,0.0456287109401605,2,"Low Value","Cold"
"585","13117",44,8,123.11,0.484279851836298,-0.164790585331741,2,"Low Value","Warm"
"586","13118",42,5,239.56,0.0945681283761457,-0.0999724442182751,2,"Low Value","Warm"
"587","13120",261,1,30.6,-0.425047502904057,-0.216286157849456,2,"Low Value","Inactive"
"588","13121",292,1,283.73,-0.425047502904057,-0.0753873804092476,2,"Low Value","Inactive"
"589","13122",117,2,461.2,-0.295143595084006,0.0233942793640963,2,"Low Value","Cold"
"590","13124",112,3,1288.78,-0.165239687263956,0.484047876587907,2,"Low Value","Cold"
"591","13126",27,8,262.46,0.484279851836298,-0.0872296017581215,2,"Low Value","Active"
"592","13127",100,1,259.17,-0.425047502904057,-0.0890581186620486,2,"Low Value","Cold"
"593","13130",117,1,64,-0.425047502904057,-0.197694844427487,2,"Low Value","Cold"
"594","13131",46,3,357.77,-0.165239687263956,-0.0341766356572169,2,"Low Value","Warm"
"595","13132",284,1,77.3,-0.425047502904057,-0.190291716627721,2,"Low Value","Inactive"
"596","13133",296,2,54.9,-0.295143595084006,-0.202760142395748,2,"Low Value","Inactive"
"597","13134",108,4,448.4,-0.035335779443905,0.0162694646395095,2,"Low Value","Cold"
"598","13135",219,1,3096,-0.425047502904057,1.48999564345902,2,"Low Value","Inactive"
"599","13136",79,5,521.52,0.0945681283761457,0.0569738651367644,2,"Low Value","Warm"
"600","13137",33,8,456.3,0.484279851836298,0.0206702901407802,2,"Low Value","Warm"
"601","13138",45,6,160.4,0.224472036196196,-0.144037011243193,2,"Low Value","Warm"
"602","13139",39,7,723.56,0.354375944016247,0.169435089663294,2,"Low Value","Warm"
"603","13140",131,3,141.24,-0.165239687263956,-0.154701040573808,2,"Low Value","Cold"
"604","13141",107,5,477.75,0.0945681283761457,0.0326092252832788,2,"Low Value","Cold"
"605","13142",42,1,307.09,-0.425047502904057,-0.0623845935368767,2,"Low Value","Warm"
"606","13144",355,1,110.95,-0.425047502904057,-0.171561246668163,2,"Low Value","Inactive"
"607","13145",62,4,154.63,-0.035335779443905,-0.14724781642051,2,"Low Value","Warm"
"608","13146",49,1,228.91,-0.425047502904057,-0.105901625971892,2,"Low Value","Warm"
"609","13147",33,4,178.2,-0.035335779443905,-0.134128138056564,2,"Low Value","Warm"
"610","13148",52,12,308.93,1.0038954831165,-0.0613622568407185,3,"Medium Value","Warm"
"611","13149",37,4,419.02,-0.035335779443905,-8.4211658018725e-05,2,"Low Value","Warm"
"612","13151",318,1,1257.87,-0.425047502904057,0.466844417700832,2,"Low Value","Inactive"
"613","13153",28,1,486.22,-0.425047502904057,0.037323848776814,2,"Low Value","Active"
"614","13155",56,4,242.94,-0.035335779443905,-0.0980921610823646,2,"Low Value","Warm"
"615","13157",72,4,435.3,-0.035335779443905,0.00898322833131875,2,"Low Value","Warm"
"616","13158",117,4,300.26,-0.035335779443905,-0.0661835670130724,2,"Low Value","Cold"
"617","13159",31,4,359.46,-0.035335779443905,-0.0332326904772342,2,"Low Value","Warm"
"618","13160",45,1,91.8,-0.425047502904057,-0.182220637447525,2,"Low Value","Warm"
"619","13161",336,1,112.75,-0.425047502904057,-0.170559319597518,2,"Low Value","Inactive"
"620","13162",145,4,422.07,-0.035335779443905,0.00161767279670192,2,"Low Value","Cold"
"621","13165",69,2,510.74,-0.295143595084006,0.0509723219836006,2,"Low Value","Warm"
"622","13166",306,1,417.2,-0.425047502904057,-0.00109448812091912,2,"Low Value","Inactive"
"623","13167",41,4,197.83,-0.035335779443905,-0.123200175159654,2,"Low Value","Warm"
"624","13168",59,4,329.8,-0.035335779443905,-0.0497450052276145,2,"Low Value","Warm"
"625","13169",86,2,356.44,-0.295143595084006,-0.0349150930166923,2,"Low Value","Warm"
"626","13170",49,1,116.01,-0.425047502904057,-0.16874471834735,2,"Low Value","Warm"
"627","13171",44,3,156.14,-0.165239687263956,-0.14640916635397,2,"Low Value","Warm"
"628","13173",27,2,176.82,-0.295143595084006,-0.134893499013307,2,"Low Value","Active"
"629","13174",39,3,939.01,-0.165239687263956,0.28935860339757,2,"Low Value","Warm"
"630","13176",69,1,492.84,-0.425047502904057,0.0410087138921862,2,"Low Value","Warm"
"631","13177",87,1,282.45,-0.425047502904057,-0.0760998618817063,2,"Low Value","Warm"
"632","13178",49,11,520.5,0.873991575296449,0.0564034751397789,3,"Medium Value","Warm"
"633","13182",68,1,121.18,-0.425047502904057,-0.165866961149997,2,"Low Value","Warm"
"634","13183",30,9,439.75,0.614183759656348,0.0114592869901628,2,"Low Value","Active"
"635","13184",37,10,170.13,0.744087667476399,-0.138620667716106,2,"Low Value","Warm"
"636","13185",290,1,71.4,-0.425047502904057,-0.193575810914835,2,"Low Value","Inactive"
"637","13186",62,3,525.3,-0.165239687263956,0.059074943312317,2,"Low Value","Warm"
"638","13187",360,1,236.02,-0.425047502904057,-0.101944014042844,2,"Low Value","Inactive"
"639","13188",34,1,114.6,-0.425047502904057,-0.169529561219355,2,"Low Value","Warm"
"640","13189",41,2,130.34,-0.295143595084006,-0.160768265612714,2,"Low Value","Warm"
"641","13192",118,2,455.97,-0.295143595084006,0.020485907728474,2,"Low Value","Cold"
"642","13193",84,1,117.88,-0.425047502904057,-0.167703827446179,2,"Low Value","Warm"
"643","13194",158,1,60.7,-0.425047502904057,-0.19953171072367,2,"Low Value","Cold"
"644","13196",34,4,449.44,-0.035335779443905,0.0168539220973858,2,"Low Value","Warm"
"645","13198",33,6,566.87,0.224472036196196,0.0822176032237158,2,"Low Value","Warm"
"646","13199",26,38,258.35,4.38139708643782,-0.0895171887555284,3,"Medium Value","Active"
"647","13200",42,4,217.52,-0.035335779443905,-0.112240206259098,2,"Low Value","Warm"
"648","13203",32,4,217.36,-0.035335779443905,-0.112327874877779,2,"Low Value","Warm"
"649","13207",38,2,125.13,-0.295143595084006,-0.163668287856081,2,"Low Value","Warm"
"650","13208",81,6,203.98,0.224472036196196,-0.119776460479825,2,"Low Value","Warm"
"651","13209",53,8,736.45,0.484279851836298,0.176609106163671,2,"Low Value","Warm"
"652","13210",116,1,353.48,-0.425047502904057,-0.036562706421753,2,"Low Value","Cold"
"653","13211",33,3,399.14,-0.165239687263956,-0.0111471563963908,2,"Low Value","Warm"
"654","13212",42,3,262.69,-0.165239687263956,-0.0870969391922861,2,"Low Value","Warm"
"655","13213",79,5,304.12,0.0945681283761457,-0.0640399997080424,2,"Low Value","Warm"
"656","13216",290,1,333.74,-0.425047502904057,-0.0475505066298267,2,"Low Value","Inactive"
"657","13217",145,3,177.99,-0.165239687263956,-0.134243174127638,2,"Low Value","Cold"
"658","13218",150,1,62.64,-0.425047502904057,-0.198451855991975,2,"Low Value","Cold"
"659","13220",101,4,204.82,-0.035335779443905,-0.119309358368649,2,"Low Value","Cold"
"660","13221",263,2,423.7,-0.295143595084006,0.00252636498716192,2,"Low Value","Inactive"
"661","13223",223,2,81.6,-0.295143595084006,-0.18789822418118,2,"Low Value","Inactive"
"662","13224",83,2,1077.97,-0.295143595084006,0.366710156382117,2,"Low Value","Warm"
"663","13225",26,7,923.41,0.354375944016247,0.280672849911335,2,"Low Value","Active"
"664","13226",296,1,108.21,-0.425047502904057,-0.173086402320145,2,"Low Value","Inactive"
"665","13227",224,1,257.7,-0.425047502904057,-0.0898763591030754,2,"Low Value","Inactive"
"666","13228",104,1,358,-0.425047502904057,-0.0340467562221332,2,"Low Value","Cold"
"667","13229",248,1,160.95,-0.425047502904057,-0.143729939150245,2,"Low Value","Inactive"
"668","13230",27,14,200.5,1.2637032987566,-0.121716567673895,3,"Medium Value","Active"
"669","13232",35,7,193.94,0.354375944016247,-0.125365252089494,2,"Low Value","Warm"
"670","13233",97,2,302.56,-0.295143595084006,-0.064906109998,2,"Low Value","Cold"
"671","13235",235,1,1031.07,-0.425047502904057,0.340601606799559,2,"Low Value","Inactive"
"672","13236",47,2,372.42,-0.295143595084006,-0.0260174240032141,2,"Low Value","Warm"
"673","13238",40,4,175.18,-0.035335779443905,-0.13580775746527,2,"Low Value","Warm"
"674","13239",284,1,329.56,-0.425047502904057,-0.0498772039383246,2,"Low Value","Inactive"
"675","13240",119,4,165.91,-0.035335779443905,-0.140967681879092,2,"Low Value","Cold"
"676","13242",135,3,90.13,-0.165239687263956,-0.183148347698122,2,"Low Value","Cold"
"677","13243",226,1,600.07,-0.425047502904057,0.100695735995112,2,"Low Value","Inactive"
"678","13244",115,1,121.74,-0.425047502904057,-0.165555250505796,2,"Low Value","Cold"
"679","13245",73,1,430.5,-0.425047502904057,0.00630863967884689,2,"Low Value","Warm"
"680","13246",41,6,331.22,0.224472036196196,-0.048955059949231,2,"Low Value","Warm"
"681","13247",40,4,125.28,-0.035335779443905,-0.163584793933528,2,"Low Value","Warm"
"682","13248",147,2,232.84,-0.295143595084006,-0.103714085200984,2,"Low Value","Cold"
"683","13249",115,3,237.14,-0.165239687263956,-0.101322448174944,2,"Low Value","Cold"
"684","13253",179,2,515.2,-0.295143595084006,0.0534548746141989,2,"Low Value","Cold"
"685","13255",32,2,199.76,-0.295143595084006,-0.12213006138559,2,"Low Value","Warm"
"686","13258",34,3,232.86,-0.165239687263956,-0.103702952677977,2,"Low Value","Warm"
"687","13259",84,1,292.32,-0.425047502904057,-0.0706059617776695,2,"Low Value","Warm"
"688","13260",84,1,557.62,-0.425047502904057,0.0770669559123999,2,"Low Value","Warm"
"689","13261",291,2,472.05,-0.295143595084006,0.0294364562262362,2,"Low Value","Inactive"
"690","13262",286,1,200.29,-0.425047502904057,-0.121832266395148,2,"Low Value","Inactive"
"691","13263",24,35,212.97,3.99168536297766,-0.114772338376089,3,"Medium Value","Active"
"692","13265",76,5,421.53,0.0945681283761457,0.00131681636243323,2,"Low Value","Warm"
"693","13266",34,12,319.52,1.0038954831165,-0.0554648027776718,3,"Medium Value","Warm"
"694","13267",25,19,237.97,1.91322283785685,-0.100856835282855,3,"Medium Value","Active"
"695","13268",40,11,292.24,0.873991575296449,-0.0706479617508328,3,"Medium Value","Warm"
"696","13269",24,15,356.42,1.39360720657665,-0.0349288231284011,3,"Medium Value","Active"
"697","13270",389,1,590,-0.425047502904057,0.0950905106610032,2,"Low Value","Inactive"
"698","13271",60,1,217.38,-0.425047502904057,-0.112319525485524,2,"Low Value","Warm"
"699","13272",54,2,138.28,-0.295143595084006,-0.156348653978869,2,"Low Value","Warm"
"700","13273",136,1,138.98,-0.425047502904057,-0.155959015673618,2,"Low Value","Cold"
"701","13276",86,2,295.47,-0.295143595084006,-0.0688553725347924,2,"Low Value","Warm"
"702","13277",38,4,64.6,-0.035335779443905,-0.197360868737272,2,"Low Value","Warm"
"703","13278",63,1,542.73,-0.425047502904057,0.0687787925335642,2,"Low Value","Warm"
"704","13279",101,1,137.75,-0.425047502904057,-0.156643665838559,2,"Low Value","Cold"
"705","13280",145,3,271.62,-0.165239687263956,-0.0821281230900872,2,"Low Value","Cold"
"706","13282",41,3,377.38,-0.165239687263956,-0.0232593414281885,2,"Low Value","Warm"
"707","13283",82,2,46.83,-0.295143595084006,-0.20725211542914,2,"Low Value","Warm"
"708","13284",353,1,201.19,-0.425047502904057,-0.121331302859826,2,"Low Value","Inactive"
"709","13285",46,4,677.28,-0.035335779443905,0.14367284106428,2,"Low Value","Warm"
"710","13291",178,1,361.11,-0.425047502904057,-0.0323156488945188,2,"Low Value","Cold"
"711","13292",61,2,289.47,-0.295143595084006,-0.0721923463061908,2,"Low Value","Warm"
"712","13294",212,2,436.87,-0.295143595084006,0.00985434825662957,2,"Low Value","Inactive"
"713","13295",382,1,201.2,-0.425047502904057,-0.121325736598322,2,"Low Value","Inactive"
"714","13296",160,1,87.4,-0.425047502904057,-0.184669792509102,2,"Low Value","Cold"
"715","13297",30,4,522.46,-0.035335779443905,0.0574973720311763,2,"Low Value","Active"
"716","13298",24,1,360,-0.425047502904057,-0.0329335039214166,2,"Low Value","Active"
"717","13299",291,1,142.5,-0.425047502904057,-0.153999691624357,2,"Low Value","Inactive"
"718","13300",192,1,371.89,-0.425047502904057,-0.0263152189936558,2,"Low Value","Inactive"
"719","13301",126,4,154.52,-0.035335779443905,-0.147307653731674,2,"Low Value","Cold"
"720","13302",178,1,63.75,-0.425047502904057,-0.197834000965077,2,"Low Value","Cold"
"721","13304",374,1,300.42,-0.425047502904057,-0.0660972899597668,2,"Low Value","Inactive"
"722","13305",27,10,200.09,0.744087667476399,-0.121945818129821,2,"Low Value","Active"
"723","13307",143,1,15,-0.425047502904057,-0.224969525795046,2,"Low Value","Cold"
"724","13308",45,3,461.84,-0.165239687263956,0.0237514478105763,2,"Low Value","Warm"
"725","13309",30,5,291.36,0.0945681283761457,-0.0711414361343142,2,"Low Value","Active"
"726","13310",51,3,377.34,-0.165239687263956,-0.0232797510537016,2,"Low Value","Warm"
"727","13311",27,2,299.29,-0.295143595084006,-0.0667290606404236,2,"Low Value","Active"
"728","13313",45,5,311.06,0.0945681283761457,-0.0601725612153526,2,"Low Value","Warm"
"729","13314",24,3,258.65,-0.165239687263956,-0.0893494196807362,2,"Low Value","Active"
"730","13316",60,4,1494.43,-0.035335779443905,0.598521291394979,2,"Low Value","Warm"
"731","13317",89,6,378.95,0.224472036196196,-0.0223872937926271,2,"Low Value","Warm"
"732","13318",24,3,213.59,-0.165239687263956,-0.114430994015883,2,"Low Value","Active"
"733","13319",28,26,417.14,2.82255019259721,-0.00112981247276875,3,"Medium Value","Active"
"734","13320",101,4,387.18,-0.035335779443905,-0.0178071882854285,2,"Low Value","Cold"
"735","13321",95,2,283.68,-0.295143595084006,-0.0754152117167656,2,"Low Value","Cold"
"736","13322",40,1,199.48,-0.425047502904057,-0.122283133576938,2,"Low Value","Warm"
"737","13323",26,5,157.57,0.0945681283761457,-0.145611335538457,2,"Low Value","Active"
"738","13324",59,10,712.19,0.744087667476399,0.163107443104041,2,"Low Value","Warm"
"739","13325",104,1,675.3,-0.425047502904057,0.14257072128657,2,"Low Value","Cold"
"740","13327",61,8,453.47,0.484279851836298,0.0190950381352661,2,"Low Value","Warm"
"741","13328",339,1,1308.48,-0.425047502904057,0.495015267170468,2,"Low Value","Inactive"
"742","13329",54,2,394.5,-0.295143595084006,-0.0137299017340536,2,"Low Value","Warm"
"743","13330",115,3,380.31,-0.165239687263956,-0.0216284268076385,2,"Low Value","Cold"
"744","13332",37,1,350.9,-0.425047502904057,-0.0379988018896775,2,"Low Value","Warm"
"745","13334",105,3,1178.94,-0.165239687263956,0.422909915653048,2,"Low Value","Cold"
"746","13336",100,1,795.12,-0.425047502904057,0.209265666622507,2,"Low Value","Cold"
"747","13338",180,1,487.02,-0.425047502904057,0.0377691496971007,2,"Low Value","Cold"
"748","13339",223,1,860.12,-0.425047502904057,0.2454463663958,2,"Low Value","Inactive"
"749","13340",68,7,1533.78,0.354375944016247,0.620424729206633,2,"Low Value","Warm"
"750","13341",283,1,775.85,-0.425047502904057,0.198539480705102,2,"Low Value","Inactive"
"751","13343",200,1,353.43,-0.425047502904057,-0.0365905377292709,2,"Low Value","Inactive"
"752","13344",90,3,847.91,-0.165239687263956,0.238648105679423,2,"Low Value","Warm"
"753","13345",310,1,389.5,-0.425047502904057,-0.0165130324858453,2,"Low Value","Inactive"
"754","13347",93,1,341.36,-0.425047502904057,-0.0433090153640961,2,"Low Value","Cold"
"755","13348",87,1,233.76,-0.425047502904057,-0.103201989142654,2,"Low Value","Warm"
"756","13349",33,1,247.32,-0.425047502904057,-0.0956541385437951,2,"Low Value","Warm"
"757","13350",39,2,489.56,-0.295143595084006,0.0391829801190108,2,"Low Value","Warm"
"758","13351",89,1,373.94,-0.425047502904057,-0.0251741353854212,2,"Low Value","Warm"
"759","13352",83,1,397.98,-0.425047502904057,-0.0117928427308066,2,"Low Value","Warm"
"760","13354",94,1,743.53,-0.425047502904057,0.18054932352552,2,"Low Value","Cold"
"761","13355",145,1,674.7,-0.425047502904057,0.142236745596355,2,"Low Value","Cold"
"762","13356",103,1,768.24,-0.425047502904057,0.194303555700875,2,"Low Value","Cold"
"763","13357",280,1,609.95,-0.425047502904057,0.106195202360652,2,"Low Value","Inactive"
"764","13358",291,1,439.03,-0.425047502904057,0.0110566607414036,2,"Low Value","Inactive"
"765","13359",86,1,439.56,-0.425047502904057,0.0113516726010935,2,"Low Value","Warm"
"766","13362",32,4,772.69,-0.035335779443905,0.196777758939218,2,"Low Value","Warm"
"767","13363",40,2,496.25,-0.295143595084006,0.0429068090649082,2,"Low Value","Warm"
"768","13364",94,1,134.96,-0.425047502904057,-0.158196652798059,2,"Low Value","Cold"
"769","13365",56,2,1112.68,-0.295143595084006,0.386030650061056,2,"Low Value","Warm"
"770","13366",73,1,56.16,-0.425047502904057,-0.202058793446297,2,"Low Value","Warm"
"771","13368",279,2,311.7,-0.295143595084006,-0.0598185469837247,2,"Low Value","Inactive"
"772","13369",388,1,308.28,-0.425047502904057,-0.0617222084179502,2,"Low Value","Inactive"
"773","13370",394,1,754.87,-0.425047502904057,0.186861464070584,2,"Low Value","Inactive"
"774","13372",112,1,378.64,-0.425047502904057,-0.022557992478737,2,"Low Value","Cold"
"775","13373",83,3,1104.08,-0.165239687263956,0.381242737457723,2,"Low Value","Warm"
"776","13375",111,1,778.65,-0.425047502904057,0.200098033926105,2,"Low Value","Cold"
"777","13376",122,3,339.92,-0.165239687263956,-0.0441105570206121,2,"Low Value","Cold"
"778","13379",49,3,190.85,-0.165239687263956,-0.12708496183403,2,"Low Value","Warm"
"779","13381",54,6,606.55,0.224472036196196,0.104303601159684,2,"Low Value","Warm"
"780","13382",303,1,222.99,-0.425047502904057,-0.109196852782014,2,"Low Value","Inactive"
"781","13384",53,7,593.13,0.354375944016247,0.0968343408720545,2,"Low Value","Warm"
"782","13385",352,1,534.57,-0.425047502904057,0.0642367231466401,2,"Low Value","Inactive"
"783","13388",154,2,338.55,-0.295143595084006,-0.0448731348466031,2,"Low Value","Cold"
"784","13389",34,3,265.99,-0.165239687263956,-0.0852637837371059,2,"Low Value","Warm"
"785","13390",97,1,544.08,-0.425047502904057,0.0695302378365479,2,"Low Value","Cold"
"786","13391",226,1,59.8,-0.425047502904057,-0.200032674258992,2,"Low Value","Inactive"
"787","13394",24,8,315,0.484279851836298,-0.0579802891221663,2,"Low Value","Active"
"788","13395",208,1,307.72,-0.425047502904057,-0.0620339190621509,2,"Low Value","Inactive"
"789","13396",52,2,680.5,-0.295143595084006,0.145462394137682,2,"Low Value","Warm"
"790","13397",95,5,308.83,0.0945681283761457,-0.0614182905398546,2,"Low Value","Cold"
"791","13398",215,1,457.34,-0.425047502904057,0.0212484855544649,2,"Low Value","Inactive"
"792","13402",150,2,310.62,-0.295143595084006,-0.0604224863568635,2,"Low Value","Cold"
"793","13403",40,1,75,-0.425047502904057,-0.191571956773545,2,"Low Value","Warm"
"794","13404",24,2,126.24,-0.295143595084006,-0.163047649698432,2,"Low Value","Active"
"795","13405",97,3,190.82,-0.165239687263956,-0.127105185917493,2,"Low Value","Cold"
"796","13408",24,62,453.5,7.49909087411903,0.0191114002507343,3,"Medium Value","Active"
"797","13410",47,5,200.61,0.0945681283761457,-0.121653032774733,2,"Low Value","Warm"
"798","13411",130,1,213.55,-0.425047502904057,-0.114451403641396,2,"Low Value","Cold"
"799","13414",156,3,463.5,-0.165239687263956,0.0246773026406723,2,"Low Value","Cold"
"800","13416",66,2,356.25,-0.295143595084006,-0.0350208519852604,2,"Low Value","Warm"
"801","13417",27,2,320.42,-0.295143595084006,-0.0549675500833517,2,"Low Value","Active"
"802","13418",34,18,340.41,1.7833189300368,-0.0438362640231855,3,"Medium Value","Warm"
"803","13419",86,1,221.06,-0.425047502904057,-0.110271141252205,2,"Low Value","Warm"
"804","13420",172,2,79.92,-0.295143595084006,-0.18883057298303,2,"Low Value","Cold"
"805","13421",63,2,925.54,-0.295143595084006,0.281860849152243,2,"Low Value","Warm"
"806","13422",87,1,2626.3,-0.425047502904057,1.2285483406357,2,"Low Value","Warm"
"807","13425",131,3,541.4,-0.165239687263956,0.0680403351740887,2,"Low Value","Cold"
"808","13426",23,10,364.13,0.744087667476399,-0.0306335246681359,2,"Low Value","Active"
"809","13427",42,3,194.2,-0.165239687263956,-0.12522211965083,2,"Low Value","Warm"
"810","13428",33,1,218.47,-0.425047502904057,-0.111712802981633,2,"Low Value","Warm"
"811","13429",33,4,251.7,-0.035335779443905,-0.0932161160052255,2,"Low Value","Warm"
"812","13430",41,2,339.72,-0.295143595084006,-0.044219099119932,2,"Low Value","Warm"
"813","13431",90,2,634.55,-0.295143595084006,0.119888205659468,2,"Low Value","Warm"
"814","13434",97,2,267.12,-0.295143595084006,-0.0846329407666998,2,"Low Value","Cold"
"815","13435",28,7,544.27,0.354375944016247,0.069635996805116,2,"Low Value","Active"
"816","13436",24,1,196.89,-0.425047502904057,-0.123724795306366,2,"Low Value","Active"
"817","13437",37,7,486.87,0.354375944016247,0.0376832702339025,2,"Low Value","Warm"
"818","13439",278,1,283.71,-0.425047502904057,-0.0753985129322548,2,"Low Value","Inactive"
"819","13441",114,1,296.64,-0.425047502904057,-0.0682013368081214,2,"Low Value","Cold"
"820","13447",46,3,376.38,-0.165239687263956,-0.0238159675785468,2,"Low Value","Warm"
"821","13448",39,6,589.9,0.224472036196196,0.0950320649152156,2,"Low Value","Warm"
"822","13449",46,1,291.88,-0.425047502904057,-0.0708508772838271,2,"Low Value","Warm"
"823","13450",49,6,340.62,0.224472036196196,-0.0437209187153613,2,"Low Value","Warm"
"824","13451",49,5,595.23,0.0945681283761457,0.0980016654273774,2,"Low Value","Warm"
"825","13452",282,2,295,-0.295143595084006,-0.0691142036947091,2,"Low Value","Inactive"
"826","13453",188,2,178.49,-0.295143595084006,-0.13396671647296,2,"Low Value","Inactive"
"827","13455",47,2,529.17,-0.295143595084006,0.0612309419347049,2,"Low Value","Warm"
"828","13456",40,6,294.45,0.224472036196196,-0.069418492656905,2,"Low Value","Warm"
"829","13458",30,14,689.04,1.2637032987566,0.150219162182601,3,"Medium Value","Active"
"830","13460",52,2,91.72,-0.295143595084006,-0.182265167539554,2,"Low Value","Warm"
"831","13461",61,3,481.67,-0.165239687263956,0.0347893443721823,2,"Low Value","Warm"
"832","13462",275,1,151.5,-0.425047502904057,-0.148990056271132,2,"Low Value","Inactive"
"833","13464",81,1,674.68,-0.425047502904057,0.142225613073348,2,"Low Value","Warm"
"834","13466",207,1,307.9,-0.425047502904057,-0.0619337263550864,2,"Low Value","Inactive"
"835","13467",33,2,541.86,-0.295143595084006,0.0682917446520006,2,"Low Value","Warm"
"836","13468",24,37,154.19,4.25149317861777,-0.147493634563668,3,"Medium Value","Active"
"837","13470",122,2,82.5,-0.295143595084006,-0.187397260645858,2,"Low Value","Cold"
"838","13471",24,4,632.9,-0.035335779443905,0.118966989380624,2,"Low Value","Active"
"839","13473",83,2,211.32,-0.295143595084006,-0.115692679956696,2,"Low Value","Warm"
"840","13474",259,1,229.59,-0.425047502904057,-0.105523120189649,2,"Low Value","Inactive"
"841","13475",214,4,357.94,-0.035335779443905,-0.034077370660403,2,"Low Value","Inactive"
"842","13476",201,2,619.24,-0.295143595084006,0.111363476166729,2,"Low Value","Inactive"
"843","13477",60,6,242.43,0.224472036196196,-0.0983760404190474,2,"Low Value","Warm"
"844","13479",223,2,150.48,-0.295143595084006,-0.149560598075249,2,"Low Value","Inactive"
"845","13481",68,5,360.91,0.0945681283761457,-0.0324258608722897,2,"Low Value","Warm"
"846","13482",255,1,184.64,-0.425047502904057,-0.130543465648256,2,"Low Value","Inactive"
"847","13483",88,1,140.34,-0.425047502904057,-0.155202004109131,2,"Low Value","Warm"
"848","13484",264,1,313.8,-0.425047502904057,-0.0586496320679722,2,"Low Value","Inactive"
"849","13485",256,1,454.24,-0.425047502904057,0.019522944488354,2,"Low Value","Inactive"
"850","13486",101,3,374.14,-0.165239687263956,-0.0250646655758507,2,"Low Value","Cold"
"851","13487",80,3,191.8,-0.165239687263956,-0.12655802241169,2,"Low Value","Warm"
"852","13488",40,13,689.87,1.13379939093655,0.150680764297291,3,"Medium Value","Warm"
"853","13489",128,4,112.38,-0.035335779443905,-0.17076527127315,2,"Low Value","Cold"
"854","13491",74,10,121.58,0.744087667476399,-0.165643197437553,2,"Low Value","Warm"
"855","13492",159,3,423.28,-0.165239687263956,0.00228979887325962,2,"Low Value","Cold"
"856","13493",298,2,309.32,-0.295143595084006,-0.0611461003523294,2,"Low Value","Inactive"
"857","13494",334,1,316.26,-0.425047502904057,-0.0572803317380906,2,"Low Value","Inactive"
"858","13495",30,5,408.97,0.0945681283761457,-0.00567329483376688,2,"Low Value","Active"
"859","13496",33,2,326.66,-0.295143595084006,-0.051488636643612,2,"Low Value","Warm"
"860","13497",305,2,174.02,-0.295143595084006,-0.13645205223431,2,"Low Value","Inactive"
"861","13499",40,5,231.82,0.0945681283761457,-0.104280730622049,2,"Low Value","Warm"
"862","13500",46,3,388.92,-0.165239687263956,-0.016834020232552,2,"Low Value","Warm"
"863","13501",311,1,1340.32,-0.425047502904057,0.512738243797878,2,"Low Value","Inactive"
"864","13502",39,3,97.33,-0.165239687263956,-0.179140639415542,2,"Low Value","Warm"
"865","13503",94,1,216.85,-0.425047502904057,-0.112614537345214,2,"Low Value","Cold"
"866","13504",87,1,295.93,-0.425047502904057,-0.0685965413748758,2,"Low Value","Warm"
"867","13505",95,4,1098.41,-0.035335779443905,0.378083420199314,2,"Low Value","Cold"
"868","13506",339,2,229.26,-0.295143595084006,-0.105706806819267,2,"Low Value","Inactive"
"869","13507",26,4,619.79,-0.035335779443905,0.111672403680178,2,"Low Value","Active"
"870","13508",266,1,110.97,-0.425047502904057,-0.171550114145156,2,"Low Value","Inactive"
"871","13509",31,7,139.96,0.354375944016247,-0.155413522046267,2,"Low Value","Warm"
"872","13510",24,4,447.89,-0.035335779443905,0.0159883684335785,2,"Low Value","Active"
"873","13512",283,1,251.21,-0.425047502904057,-0.0934888628189011,2,"Low Value","Inactive"
"874","13513",149,1,205.1,-0.425047502904057,-0.119154894611924,2,"Low Value","Cold"
"875","13514",96,1,152.2,-0.425047502904057,-0.148600417965881,2,"Low Value","Cold"
"876","13515",95,4,222.78,-0.035335779443905,-0.109313744273589,2,"Low Value","Cold"
"877","13516",44,3,463.14,-0.165239687263956,0.0244750618060422,2,"Low Value","Warm"
"878","13517",82,3,709.47,-0.165239687263956,0.161592492264816,2,"Low Value","Warm"
"879","13518",108,1,659.44,-0.425047502904057,0.133742630541887,2,"Low Value","Cold"
"880","13519",101,1,122.75,-0.425047502904057,-0.164993058093934,2,"Low Value","Cold"
"881","13520",81,6,604.06,0.224472036196196,0.102915746624791,2,"Low Value","Warm"
"882","13521",24,3,364.55,-0.165239687263956,-0.0304008549372861,2,"Low Value","Active"
"883","13522",53,1,125.8,-0.425047502904057,-0.163295348335341,2,"Low Value","Warm"
"884","13523",56,5,792.98,0.0945681283761457,0.208072260156139,2,"Low Value","Warm"
"885","13524",63,5,136.04,0.0945681283761457,-0.157597723060273,2,"Low Value","Warm"
"886","13525",37,2,314.39,-0.295143595084006,-0.0583212226392607,2,"Low Value","Warm"
"887","13527",56,7,326.79,0.354375944016247,-0.0514206487352468,2,"Low Value","Warm"
"888","13529",101,2,153.88,-0.295143595084006,-0.147665286033279,2,"Low Value","Cold"
"889","13531",228,2,241.9,-0.295143595084006,-0.0986710522787373,2,"Low Value","Inactive"
"890","13532",56,1,210.31,-0.425047502904057,-0.116254872368557,2,"Low Value","Warm"
